,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
159,"Love Has Come Around - 12"" Version",12 Inch Dance: 80s Groove,Various Artists,2014-06-27,469506,0,0.664,0.0308,0.664,0.865,0.391,0.787,-6.11,0.0442,111.798,4
160,Voices Inside My Head - Remastered 2003,Zenyatta Mondatta (Remastered),The Police,1980-10-03,233253,0,0.822,0.0269,0.822,0.628,0.527,0.159,-11.739,0.129,108.795,4
161,I.G.Y.,The Nightfly,Donald Fagen,1982-10-29,363413,56,0.834,0.614,0.834,0.559,0.00434,0.0839,-9.366,0.0603,119.422,4
162,Greetings,Nigeria 70 - Funky Lagos,Various Artists,2009-03-23,373333,42,0.653,0.0164,0.653,0.875,0.0311,0.377,-5.232,0.125,116.956,4
163,You Could Be More as You Are,Saâda Bonaire,Saâda Bonaire,2013-11-12,356613,48,0.97,0.137,0.97,0.515,0.0109,0.073,-9.642,0.112,110.149,4
164,Pull Up To The Bumper,Island Life,Grace Jones,1985-01-01,219826,0,0.838,0.263,0.838,0.747,0.0132,0.0828,-12.897,0.0771,108.548,4
165,You're a Melody - Extended Disco Version,You're a Melody,Aged In Harmony,2016-08-19,259415,34,0.794,0.299,0.794,0.503,0.363,0.0544,-8.619,0.0332,110.025,4
166,Enjoy Your Life,"Doing It in Lagos: Boogie, Pop & Disco in 1980's Nigeria",Various Artists,2016-12-09,376973,0,0.87,0.034,0.87,0.676,0.00774,0.0691,-8.201,0.0557,115.369,4
167,Kiss Me Again - Mix Edit,Kiss Me Again,Dinosaur,1978-03-29,181698,37,0.753,0.0549,0.753,0.832,0.393,0.104,-7.946,0.0397,126.809,4
168,Why,Soup for One (Original Motion Picture Soundtrack),Various Artists,1982-01-01,248490,49,0.658,0.00567,0.658,0.852,0.000484,0.341,-9.058,0.0493,92.346,4
169,I Believe In Miracles,Funk,Various Artists,2015-04-06,177040,24,0.633,0.362,0.633,0.923,0.0,0.636,-7.269,0.0771,108.233,4
170,Don't Go Lose It Baby,Pure Sounds of Africa,Hugh Masekela,2015-04-24,413560,42,0.712,0.0848,0.712,0.95,4.62e-05,0.213,-4.28,0.0429,116.036,4
171,Estrelar,Marcos Valle,Marcos Valle,1983-01-01,313493,60,0.879,0.538,0.879,0.495,0.000333,0.0827,-10.584,0.0765,102.652,4
172,Why I Came to California,Leon Ware,Leon Ware,1982,250173,44,0.694,0.189,0.694,0.783,0.0,0.111,-10.188,0.111,106.69,4
173,Enjoy Your Life,I Want to Feel Your Love,Oby Onyioha,2015-07-15,378485,39,0.876,0.0701,0.876,0.518,0.0245,0.0651,-13.189,0.0618,115.958,4
174,On and On,M.V.P.,Harvey Mason,1981,300826,0,0.735,0.00323,0.735,0.694,0.0156,0.0985,-9.652,0.0445,122.215,4
175,"I Feel Love - 12"" Version",Bad Girls [Deluxe Edition (US Version)],Donna Summer,1979-04-25,495186,0,0.692,0.074,0.692,0.79,0.711,0.101,-14.065,0.0416,128.13,4
176,It Looks Like Love,Goody Goody,Goody Goody,1978,383093,43,0.883,0.00799,0.883,0.333,0.804,0.257,-17.848,0.053,121.099,4
177,Another Star,Songs In The Key Of Life,Stevie Wonder,1976-09-28,508226,49,0.57,0.102,0.57,0.844,0.000176,0.0914,-9.684,0.0492,121.975,4
178,Mysteries of the World,Mysteries of the World,MFSB,1980-12-01,330080,42,0.752,0.00239,0.752,0.39,0.49,0.0365,-11.045,0.0549,119.949,4
179,Disco Hi-Life - Original Version,Disco Hi-Life,Orlando Julius,2009-04-03,540986,0,0.678,0.52,0.678,0.718,0.0842,0.0699,-7.189,0.111,121.637,4
180,Running Away - 12-Inch Long Version,Lifeline,Roy Ayers Ubiquity,1977,414000,0,0.825,0.157,0.825,0.577,0.00347,0.0301,-11.19,0.0364,116.037,4
181,Is It All Over My Face? - Female Vocal,Larry Levans Classic West End Records Remixes Made Famous At The Legendary Paradise Garage,Various Artists,2011,417133,0,0.713,0.00559,0.713,0.669,0.549,0.0601,-8.527,0.121,120.125,4
182,Give Me the Night,The George Benson Collection,George Benson,1981,222626,66,0.85,0.314,0.85,0.466,0.0234,0.129,-15.673,0.0555,109.936,4
183,He's the Greatest Dancer,We Are Family,Sister Sledge,1979-02-15,375400,63,0.7,0.00115,0.7,0.816,0.00123,0.0901,-9.711,0.044,113.244,4
184,I Can't Get Along Without You,I Can't Get Along Without You,Vance and Suzzanne,2019-10-11,400000,44,0.751,0.411,0.751,0.752,0.000661,0.1,-6.545,0.0587,111.158,4
185,Sunny,Yambu,Yambu,2010-07-27,272933,0,0.642,0.255,0.642,0.767,0.0019,0.0632,-6.829,0.0353,123.993,4
186,Nights Over Egypt,Get as Much Love as You Can,The Jones Girls,1981,279800,52,0.752,0.499,0.752,0.36,0.291,0.106,-14.317,0.0334,110.768,4
187,Born To Boogie,Surinam Funk Force,Antal,2016-10-07,238863,0,0.713,0.539,0.713,0.625,0.249,0.0353,-7.283,0.17,117.318,4
188,Give Me the Night,Give Me the Night,George Benson,1980-07-16,301026,55,0.835,0.475,0.835,0.765,0.0692,0.12,-7.831,0.0681,110.282,4
189,"Agb'oju L'ogun - Original 12 "" Version",Agb'oju L'ogun,Shina Williams & His African Percussionists,2017-06-16,702167,35,0.821,0.0471,0.821,0.496,0.369,0.0488,-10.959,0.17,120.63,4
190,Face 2 Face,Silk Rhodes,Silk Rhodes,2014-12-02,145646,0,0.872,0.0423,0.872,0.515,4.81e-06,0.214,-6.408,0.188,117.116,4
191,Whistle Bump,Love Island,Deodato,1978,272533,44,0.686,0.192,0.686,0.791,0.958,0.0844,-11.709,0.0398,118.169,4
192,Watchin' Out,Watchin' Out,Split Decision Band,2014-09-08,195114,32,0.762,0.00416,0.762,0.64,0.000256,0.308,-9.88,0.0471,121.482,4
193,Disco Illusion,Disco Illusion,Stephen Encinas,2014-05-16,404391,0,0.614,0.36,0.614,0.547,0.0448,0.352,-10.754,0.116,122.365,4
194,"Sweet Power, Your Embrace",DJ-Kicks (Motor City Drum Ensemble) [Mixed Tracks],Motor City Drum Ensemble,2011-07-04,318260,31,0.597,0.704,0.597,0.721,0.0119,0.188,-9.433,0.0377,110.761,4
195,Slave To The Rhythm - Hot Blooded Version,Private Life: The Compass Point Sessions,Grace Jones,1998-01-01,498840,0,0.578,0.0624,0.578,0.84,0.0585,0.366,-6.923,0.0372,97.096,4
196,Disco Baby - Floating Points & Red Greg Edit,Disco Baby,Y. Gershovsky,2017-07-28,229734,33,0.687,0.00297,0.687,0.568,0.355,0.132,-10.256,0.0694,127.031,4
197,You Are in My System,Sweat,The System,1983-01-01,357812,42,0.843,0.00891,0.843,0.46,0.00247,0.132,-13.512,0.054,109.123,4
198,Dancing in Outer Space,Dancing in Outer Space,Atmosfear,2000-01-01,577093,34,0.706,0.00158,0.706,0.528,0.074,0.222,-14.511,0.0664,126.485,4
199,Ashewo Ara,Disconnect,Leo Zero,2010-11-23,361915,30,0.709,0.00575,0.709,0.986,0.859,0.0559,-4.203,0.0488,125.304,4
200,I Know You Will,Logg,Logg,1981-01-01,408666,31,0.773,0.0239,0.773,0.741,0.0244,0.0603,-13.403,0.0571,112.818,4
201,Lypso Illusion,Disco Illusion,Stephen Encinas,2014-05-16,284985,0,0.606,0.456,0.606,0.815,0.56,0.0926,-9.147,0.0489,128.164,4
202,Forget Me Nots,Straight From The Heart,Patrice Rushen,1982,275813,64,0.912,0.139,0.912,0.534,0.102,0.0387,-5.319,0.0366,114.681,4
203,Keep It Up,Friends and Buddies,Milton Wright,2009-01-27,252026,38,0.573,0.0289,0.573,0.85,0.0,0.0676,-7.239,0.0544,92.877,4
204,Get It Right,Get It Right (Expanded Edition),Aretha Franklin,1983-07-14,375106,41,0.755,0.0226,0.755,0.702,0.0,0.0386,-8.539,0.157,122.338,4
205,The Sweetest Meditation,The Sweetest Meditation (Remixes),Lord Echo,2017-09-29,351939,39,0.789,0.122,0.789,0.75,0.0835,0.09,-8.599,0.0479,114.904,4
206,Can't Get Away (From Your Love),More,Carol Williams,2010-01-19,253000,25,0.904,0.169,0.904,0.824,0.0154,0.239,-5.145,0.0778,115.983,3
207,White Lines (Don't Do It),"Grandmaster Flash, Grandmaster Melle-Mel & The Furious Five: The Greatest Hits",Grandmaster Flash,2006-05-01,269666,51,0.844,0.0846,0.844,0.522,3.24e-05,0.0729,-13.277,0.0874,115.267,4
208,It's Like That,Two,G.Q.,1980,257399,0,0.598,0.0297,0.598,0.829,0.0102,0.403,-8.32,0.0346,131.194,4
209,Stop Your Life - Original Album,For You (LP),Ago,1982,278000,28,0.834,0.279,0.834,0.661,0.00198,0.242,-4.699,0.0312,110.191,4
210,Promised Land,The Original Chicago House Classics,Various Artists,2002-03-25,308800,0,0.675,0.00218,0.675,0.826,0.421,0.0409,-8.475,0.042,124.834,4
211,Fancy Dancer,Twennynine with Lenny White,Twennynine,1980,220000,27,0.679,0.109,0.679,0.693,0.00212,0.0315,-10.519,0.0402,115.779,4
212,Don't Leave Me This Way - Single Version,Don't Leave Me This Way 2009 (New Mixes),Thelma Houston,2010-01-01,216720,44,0.551,0.175,0.551,0.89,2.53e-05,0.11,-3.819,0.126,121.752,4
213,First True Love Affair - Larry Levan Remix,First True Love Affair,Jimmy Ross,1981-12-20,428026,38,0.819,0.0317,0.819,0.615,0.25,0.0777,-9.957,0.0717,118.198,4
214,"Number One - 12"" Version",Straight From The Heart,Patrice Rushen,1982-01-01,408142,0,0.796,0.151,0.796,0.901,0.764,0.0409,-7.171,0.0363,114.417,4
215,Last Night a D.J. Saved My Life,The Collection,Indeep,1991,341426,54,0.968,0.154,0.968,0.345,0.00344,0.0425,-14.17,0.151,109.803,4
216,For Your Precious Love,Love in a Black Dimension,Jestofunk,2008-06-30,338426,0,0.721,0.0198,0.721,0.782,0.0394,0.676,-7.483,0.0517,116.023,4
217,You Make Me Feel (Mighty Real),The Original Hits,Sylvester,1989-01-01,394693,0,0.632,0.117,0.632,0.723,0.51,0.0725,-15.275,0.0325,131.514,4
218,Hold Tight - Full Length Album Mix,Miracles (Original Album and Rare Tracks),Change,1981,268653,51,0.767,0.257,0.767,0.79,1.01e-06,0.152,-5.495,0.0846,115.03,5
219,Just This One Night,Happy Hour,Deodato,1982,303893,32,0.686,0.451,0.686,0.218,0.00901,0.0739,-19.671,0.037,94.35,4
220,Family - Stereo Version,Family,Hubert Laws,1980,453706,34,0.712,0.566,0.712,0.396,1.88e-05,0.146,-8.322,0.0648,93.432,4
221,Disco Fantasy,Chicago Service,Various Artists,2013-09-02,328858,33,0.882,0.00883,0.882,0.767,0.000982,0.434,-10.314,0.122,126.889,4
222,Crushed Ice,Modern Heat,MAM,2012-02-19,280417,42,0.772,0.0655,0.772,0.466,0.000161,0.279,-7.726,0.173,111.272,4
223,Today Is the Day - Linkwood Chop,Watchin Out,Dirty Channels,2018-07-27,320851,34,0.865,0.14,0.865,0.69,0.0,0.155,-9.15,0.0621,114.1,4
224,"Groovin' You - 12"" Version",Groovin' You (Expanded Edition),Harvey Mason,1979-06-01,376986,36,0.74,0.0221,0.74,0.882,0.251,0.0757,-8.225,0.0369,121.982,4
225,Remind Me,Straight From The Heart,Patrice Rushen,1982,316640,53,0.785,0.23,0.785,0.587,0.00873,0.0934,-7.595,0.0477,91.076,4
226,Icare,Icare,Yuksek,2018-03-09,222631,45,0.88,0.00606,0.88,0.809,0.386,0.485,-5.247,0.0369,114.053,4
227,Exotica Dance Club,World,Nu Guinea,2015-08-07,327560,31,0.784,0.0935,0.784,0.801,0.83,0.325,-11.448,0.0643,117.999,4
228,"Outstanding - Original 12"" Mix",The Best Of The Gap Band,The Gap Band,1994-01-01,376640,0,0.792,0.373,0.792,0.51,0.012,0.0319,-10.649,0.0402,98.864,4
229,Heaven of My Life - Full Length Album Mix,Miracles (Original Album and Rare Tracks),Change,1981,338453,38,0.855,0.135,0.855,0.82,0.0005,0.167,-4.681,0.159,112.482,4
230,Missing You,Genesis,Larry Heard,1999-03-01,396543,41,0.562,0.015,0.562,0.561,0.000107,0.108,-13.072,0.0301,115.987,4
231,Your Sweet Lovin',What A Woman Needs,Melba Moore,1981-10-12,219880,0,0.85,0.15,0.85,0.652,0.000209,0.0241,-8.211,0.056,123.013,4
232,Looking Up to You,Love Conquers All,Michael Wycoff,1997,322226,0,0.711,0.00966,0.711,0.656,4.6e-05,0.0951,-7.279,0.0344,104.23,4
233,"Found a Cure - 12"" Disco Mix","Hits, Remixes and Rarities: The Warner Brothers Years",Ashford & Simpson,2008-02-22,423240,35,0.755,0.0363,0.755,0.6,0.166,0.167,-10.18,0.0641,123.579,4
234,Do It Do It Disco - Tom Noble Remix,Do It Do It Disco - EP,Myron & E,2014-06-10,350164,0,0.774,0.0254,0.774,0.55,0.324,0.151,-5.715,0.0436,112.037,4
235,Classy Lady - Remastered Version,Paradise (Remastered),Leroy Hutson,1982,331893,33,0.717,0.117,0.717,0.792,0.00113,0.0842,-6.682,0.0644,106.391,4
236,Don't Let Love Get You Down,Where Will You Go When The Party's Over,Archie Bell & The Drells,1976-10-29,259653,37,0.592,0.156,0.592,0.75,0.0,0.136,-8.312,0.037,94.878,4
237,Risin' to the Top,Changes (Expanded Edition),Keni Burke,2014-06-27,314320,53,0.729,0.189,0.729,0.54,0.000208,0.14,-9.33,0.0606,94.071,4
238,Living,Is Reaching for the Sky! (All Original Versions),Various Artists,2018-07-27,418544,28,0.82,0.0437,0.82,0.71,0.155,0.25,-7.988,0.0428,124.815,4
239,Brothers on the Slide - Brooklyn Mix,Early Recordings,Patchworks,2014-01-10,330013,35,0.853,0.08,0.853,0.731,0.446,0.057,-8.822,0.0318,115.985,4
240,Heartbeat - Club Mix,Heartbeat,Taana Gardner,1981,587080,0,0.837,0.652,0.837,0.574,0.136,0.0678,-12.423,0.107,98.989,4
241,Never Too Much,"DISCO - 100 Hit's - Dance floor fillers from the 70s and 80s inc. The Jacksons, Boney M & Earth Wind & Fire",Various Artists,2013-06-21,229600,34,0.751,0.088,0.751,0.668,0.0,0.0502,-9.45,0.119,109.878,4
242,When You Wake up Tomorrow,Chance,Candi Staton,1979,406533,33,0.787,0.121,0.787,0.543,0.000125,0.0701,-15.132,0.07,115.554,4
243,All This Love That I'm Givin',The Best Of Gwen McCrae,Gwen McCrae,2004-09-17,233373,40,0.747,0.339,0.747,0.746,1.04e-06,0.441,-7.666,0.127,112.618,4
244,"Haven't You Heard - 12"" Version",Remind Me (The Classic Elektra Recordings 1978-1984),Patrice Rushen,2019-07-19,438199,36,0.894,0.0397,0.894,0.688,0.436,0.0588,-9.229,0.0602,127.553,4
245,Just a Touch of Love,Just A Touch Of Love,Slave,1979,392733,47,0.742,0.0508,0.742,0.473,2.08e-05,0.0387,-14.567,0.0309,108.783,4
246,"Hot Stuff - 12"" Version",Bad Girls (Deluxe Edition),Donna Summer,1979-04-25,407053,67,0.796,0.00475,0.796,0.892,0.0187,0.0717,-8.31,0.0333,120.4,4
247,"Heart Of Glass (12"" Version)",Heart Of Glass,Blondie,1979-01-03,350866,0,0.661,0.00662,0.661,0.629,0.0164,0.0459,-7.797,0.043,114.976,4
248,Good Times,Risqué,CHIC,1979-07-30,495400,65,0.87,0.149,0.87,0.657,0.0102,0.053,-7.32,0.0522,110.596,4
249,"I Feel Love - 12"" Version",The Journey: The Very Best Of Donna Summer,Donna Summer,2003-01-01,495173,0,0.692,0.0904,0.692,0.824,0.753,0.106,-13.09,0.0405,128.128,4
250,Don't Leave Me This Way,The Best Of Harold Melvin & The Blue Notes: If You Don't Know Me By Now (Featuring Teddy Pendergrass) (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,1995-02-28,366573,3,0.472,0.403,0.472,0.679,1.02e-06,0.109,-9.961,0.0623,120.197,4
251,"More, More, More","More, More, More",Andrea True Connection,2007-01-01,222613,51,0.663,0.517,0.663,0.792,0.000139,0.111,-5.476,0.0311,103.009,4
252,He's the Greatest Dancer,Atlantic 60th: On The Dance Floor Vol. 2,Various Artists,2007-10-30,375400,56,0.7,0.00115,0.7,0.816,0.00123,0.0901,-9.711,0.044,113.244,4
253,Double Journey,Spaced Out + Mixed In Outer Space,Various Artists,1997,416728,0,0.658,0.0748,0.658,0.777,0.875,0.124,-8.647,0.0431,131.476,4
254,Get Down Tonight,KC & the Sunshine Band... and More,KC & The Sunshine Band,1994-12-13,317106,52,0.669,0.134,0.669,0.754,0.0069,0.46,-12.223,0.0279,112.683,4
255,Give It To Me Baby,The Ultimate Collection: Rick James,Rick James,1997-03-25,247133,0,0.775,0.0529,0.775,0.726,0.000407,0.095,-6.731,0.0495,119.891,4
256,Doing It To Death,Pass The Peas: The Best Of The J.B.'s,The J.B.'s,2000-01-01,306026,0,0.728,0.25,0.728,0.693,0.00128,0.0625,-7.097,0.0909,114.004,4
257,Night Fever - 2009 Remastered Version,The Ultimate Bee Gees,Bee Gees,2009-11-02,212266,0,0.728,0.0261,0.728,0.791,0.000939,0.0811,-7.324,0.0248,109.123,4
258,Don't Leave Me This Way - Single Version,Motown 1970s Vol. 1,Various Artists,2001-01-01,218773,0,0.546,0.198,0.546,0.656,1.79e-06,0.0813,-11.521,0.0649,121.045,4
259,The Love I Lost,The Best Of Harold Melvin & The Blue Notes: If You Don't Know Me By Now (Featuring Teddy Pendergrass) (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,1995-02-28,383826,2,0.684,0.201,0.684,0.714,0.0,0.0727,-11.001,0.0495,123.377,4
260,Think (About It),James Brown's Original Funky Divas,Various Artists,1998-01-01,202960,0,0.773,0.223,0.773,0.525,0.0002,0.0536,-10.854,0.252,112.714,4
261,Le Freak,C'est Chic,CHIC,1978-08-11,327573,0,0.867,0.0453,0.867,0.746,0.0,0.123,-7.445,0.0475,118.616,4
262,You Make Me Feel (Mighty Real),The Original Hits,Sylvester,1989-01-01,394693,51,0.627,0.109,0.627,0.724,0.43,0.073,-15.294,0.0327,131.52,4
263,White Lines - Re-Recorded,100 Disco Hits of the '70s & '80s (Re-Recorded Versions),Various Artists,2010-08-02,465048,0,0.814,0.0103,0.814,0.701,0.00775,0.132,-7.525,0.0376,114.998,4
264,Jingo,Salsoul Classics Vol. 3 & 4,Various Artists,2011,593040,0,0.642,0.00402,0.642,0.849,0.627,0.25,-9.829,0.04,121.41,4
265,The Hustle - Original Mix,The Hustle & The Best of Van McCoy,Van McCoy,1976,250240,0,0.627,0.232,0.627,0.875,0.475,0.0759,-10.291,0.0741,110.521,4
266,Dancer,Outline,Gino Soccio,1979,508120,47,0.896,0.0183,0.896,0.339,0.552,0.0311,-9.576,0.0884,122.106,4
267,Disco Inferno - Single Edit,Rhino Hi-Five: The Trammps,The Trammps,2005-09-20,191573,64,0.766,0.0261,0.766,0.844,0.605,0.18,-3.851,0.0361,129.323,4
268,"Yes Sir, I Can Boogie",More Monty,Various Artists,1998-11-04,272000,52,0.452,0.113,0.452,0.754,0.0,0.151,-8.347,0.0746,122.5,4
269,Get Up I Feel Like Being A Sex Machine - Pt. 1,Number 1's,James Brown,2007-01-01,169733,0,0.844,0.178,0.844,0.649,0.0,0.233,-8.737,0.259,108.263,4
270,"Spank - 12 "" Version",Hot Plate 2 - Volume 2,Various Artists,2010-10-08,418800,46,0.782,0.00356,0.782,0.601,0.00561,0.0466,-11.234,0.0526,118.077,4
271,I Love Music,The Ultimate O'Jays,The O'Jays,1972,409933,0,0.643,0.0557,0.643,0.862,6.42e-05,0.23,-7.009,0.0461,127.602,4
272,Rock the Boat,Carlito's Way: Music From The Motion Picture,Various Artists,1993-11-09,186733,44,0.605,0.224,0.605,0.726,0.0,0.138,-6.672,0.0657,107.095,4
273,Don't Stop 'Til You Get Enough - Single Version,Off The Wall,Michael Jackson,1979-08-10,364560,0,0.882,0.0675,0.882,0.94,0.0262,0.115,-4.235,0.0797,119.237,4
274,I Got My Mind Made Up (You Can Get It Girl),Instant Funk,Instant Funk,1979,320026,45,0.726,0.000702,0.726,0.802,0.0275,0.059,-10.006,0.0609,110.271,4
275,T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),Love Is The Message,MFSB,1973-12-01,222346,49,0.707,0.149,0.707,0.854,0.117,0.0987,-8.231,0.0286,114.022,4
276,"Can't Get Enough Of Your Love, Babe",Barry White's Greatest Hits,Barry White,1975-01-01,270333,49,0.74,0.202,0.74,0.605,0.000107,0.0515,-10.924,0.0539,111.78,4
277,Let's Groove,"The Best Of Earth, Wind & Fire-Vol. II","Earth, Wind & Fire",1988-05-30,334866,0,0.877,0.0628,0.877,0.557,0.0023,0.145,-10.79,0.0723,125.543,4
278,Stayin' Alive - Remastered Version,Number Ones,Bee Gees,2004-11-09,285200,0,0.675,0.0696,0.675,0.899,0.000139,0.33,-6.124,0.0418,103.683,4
279,"Hot Stuff - 12"" Version",Bad Girls [Deluxe Edition (US Version)],Donna Summer,1979-04-25,407053,0,0.808,0.00513,0.808,0.881,0.0127,0.0688,-8.249,0.0338,120.392,4
280,"Everybody Dance - 12"" Mix","Dance, Dance, Dance: The Best of Chic",CHIC,1991,507000,50,0.764,0.0378,0.764,0.816,0.0164,0.0775,-8.017,0.109,128.541,4
281,Rapper's Delight,Rhino Hi-Five: The Sugarhill Gang,The Sugarhill Gang,2005-03-15,427360,55,0.9,0.465,0.9,0.845,0.0,0.0724,-7.306,0.257,111.187,4
282,That's the Way I Like It,Shake Your Booty,KC & The Sunshine Band,2006-12-05,185173,0,0.679,0.179,0.679,0.815,0.00056,0.349,-12.347,0.0348,108.7,4
283,Brick House,Motown 1970s,Various Artists,2001-01-01,209506,0,0.847,0.0424,0.847,0.733,0.00302,0.0334,-8.955,0.0611,107.71,4
284,Do You Wanna Funk,A Night To Remember,Tony Okungbowa and Jojo Flores,2012-05-01,263013,0,0.803,0.0189,0.803,0.627,0.000114,0.397,-6.1,0.0356,130.458,4
285,Shame,"Love Come Down: The Best of Evelyn ""Champagne"" King","Evelyn ""Champagne"" King",1993-03-23,392800,50,0.714,0.00588,0.714,0.665,0.131,0.0655,-10.948,0.0381,133.805,4
286,Super Freak,The Ultimate Collection: Rick James,Rick James,1997-03-25,204133,0,0.866,0.0639,0.866,0.74,0.0,0.0405,-7.386,0.0616,132.517,4
287,Last Night A D.J. Saved My Life,A Night To Remember,Tony Okungbowa and Jojo Flores,2012-05-01,250666,0,0.851,0.047,0.851,0.662,2.76e-05,0.148,-7.518,0.201,112.671,4
288,September,"The Best Of Earth, Wind & Fire Vol.1","Earth, Wind & Fire",1978-11-23,215093,0,0.693,0.162,0.693,0.825,0.00144,0.251,-7.308,0.0301,125.892,4
289,Rock Your Baby (Album Version),Rock Your Baby,George McCrae,2009-12-21,384275,45,0.581,0.157,0.581,0.816,0.184,0.0902,-12.466,0.0394,105.078,4
290,Law And Order,Salsoul Classics Vol. 3 & 4,Various Artists,2011,525973,0,0.503,0.0211,0.503,0.89,0.0011,0.541,-8.988,0.146,126.612,4
291,Funky Town,Paradas Continuas,Various Artists,2010-02-01,239253,56,0.906,0.000547,0.906,0.63,0.616,0.0994,-8.071,0.0575,122.458,4
292,It Only Takes A Minute - Remastered,Anthology,Tavares,2004-01-01,243240,45,0.649,0.167,0.649,0.7,6.86e-05,0.382,-8.43,0.0312,122.697,4
293,You and I,The Best of Delegation,Delegation,2010-01-14,316266,53,0.718,0.153,0.718,0.676,0.0306,0.0706,-11.633,0.0318,112.711,4
294,Rough Diamond,Rough Diamond,Madleen Kane,1978,380053,40,0.74,0.0324,0.74,0.662,0.092,0.0603,-14.233,0.0505,128.001,4
295,Ten Percent,Ten Percent,Double Exposure,1976,427933,0,0.533,0.0324,0.533,0.908,2.13e-05,0.0732,-8.688,0.13,121.541,4
296,Shake Your Body (Down to the Ground),The Essential Jacksons,The Jacksons,2004-03-05,477240,47,0.828,0.0351,0.828,0.716,0.000156,0.342,-6.418,0.0621,117.642,4
297,The Boss,20th Century Masters: The Millennium Collection: Best of Diana Ross,Diana Ross,2000-01-01,234560,39,0.703,0.179,0.703,0.92,0.000201,0.214,-4.959,0.0358,123.346,4
298,Holiday,Celebration (double disc version),Madonna,2009-09-18,368280,62,0.854,0.0542,0.854,0.796,0.00184,0.151,-5.567,0.0399,115.625,4
299,Vertigo/Relight My Fire,Keep The Fire Burnin',Dan Hartman,1994,682866,43,0.739,0.00852,0.739,0.829,0.674,0.285,-5.337,0.0346,120.856,4
300,There But For The Grace Of God Go I,A Night To Remember,Tony Okungbowa and Jojo Flores,2012-05-01,249053,0,0.79,0.0131,0.79,0.727,0.0,0.0666,-7.342,0.0823,126.937,4
301,More Than A Woman - 2007 Remastered Version Saturday Night Fever,Saturday Night Fever [The Original Movie Soundtrack],Bee Gees,1978-01-05,197306,0,0.629,0.157,0.629,0.915,0.0,0.142,-4.181,0.0729,108.95,4
302,Car Wash,Car Wash,Rose Royce,2007-01-01,312354,52,0.806,0.028,0.806,0.706,0.0,0.07,-6.044,0.0909,112.985,4
303,Boogie Oogie Oogie - Re-Recorded,100 Disco Hits of the '70s & '80s (Re-Recorded Versions),Various Artists,2010-08-02,324106,0,0.794,0.111,0.794,0.505,0.00555,0.167,-10.581,0.0331,125.371,4
304,Take Your Time (Do It Right),Best Of,The S.O.S Band,2011-01-01,457880,0,0.868,0.0265,0.868,0.717,0.011,0.0835,-8.533,0.0613,118.951,4
305,Feels Like I'm In Love - Original Radio Mix,Disco Funk Dancefloor,Various Artists,2011-03-09,260746,0,0.72,0.0644,0.72,0.823,0.00948,0.361,-7.634,0.0268,120.747,4
306,Born to Be Alive,Born to Be Alive,Patrick Hernandez,1978,188133,68,0.704,0.0846,0.704,0.867,0.0,0.206,-5.808,0.0315,131.467,4
307,We Are Family,We Are Family / Easier To Love [Digital 45],Sister Sledge,1979,216533,0,0.79,0.279,0.79,0.86,3.4e-05,0.229,-6.914,0.0863,118.971,4
308,Macho Man,San Francisco,Village People,1986-01-01,320466,0,0.701,0.0458,0.701,0.807,0.0,0.123,-9.035,0.0661,133.506,4
309,Bad Girls,Greatest Hits: Donna Summer,Donna Summer,1998-09-15,236533,0,0.907,0.00971,0.907,0.562,0.0386,0.0344,-13.568,0.0495,121.062,4
310,Turn the Beat Around - Single Version,Radio Hits Of the '70s,Various Artists,1972,252373,48,0.662,0.327,0.662,0.941,0.0,0.218,-4.05,0.0883,131.045,4
311,Let's All Chant,Tellement proches (Original Motion Picture Soundtrack),Various Artists,2009-06-15,184120,0,0.736,0.00837,0.736,0.606,0.0125,0.0898,-8.098,0.0431,122.097,4
312,Wishing on a Star,In Full Bloom,Rose Royce,1977,291760,57,0.333,0.716,0.333,0.422,4.13e-05,0.0455,-15.171,0.0527,97.305,4
313,Knock On Wood,Knock On Wood,Amii Stewart,2011-01-17,250520,50,0.689,0.0019,0.689,0.805,8.23e-05,0.0683,-11.199,0.0429,140.791,4
314,Celebration - Single Version,Totally '80s For Kids,Various Artists,2010-01-01,221573,43,0.785,0.0393,0.785,0.885,0.00473,0.0673,-5.626,0.061,121.723,4
315,Last Dance - Single Version,The Journey: The Very Best Of Donna Summer,Donna Summer,2003-01-01,198680,0,0.53,0.273,0.53,0.829,0.000255,0.354,-6.741,0.0558,125.746,4
316,Disco Circus - Hardrock Stricker 'Acid Circus' Punkin' Out Disco Mix,Kick Out the 12's,Various Artists,2007,425066,40,0.808,4.2e-05,0.808,0.708,0.849,0.0395,-7.601,0.0612,119.002,4
317,Heaven Must Be Missing an Angel Re-Recorded / Remastered),I Love The 70s,Various Artists,2011-05-25,399705,0,0.655,0.000444,0.655,0.762,0.0,0.158,-8.891,0.0317,116.009,4
318,The Hills of Katmandu,"Disco Music History, Vol. 8",Various Artists,2012-08-07,917920,0,0.698,0.0111,0.698,0.473,0.808,0.092,-16.583,0.0423,116.935,4
