,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
175,Pusherman,Superfly (O.S.T.),Curtis Mayfield,1972-07-01,300693,46,0.238,0.85,0.669,0.0855,0.108,-9.562,0.0379,126.624,4
176,Tired of Being Alone,Gets Next to You,Al Green,1971-08-14,172320,68,0.339,0.772,0.397,0.00541,0.0753,-8.585,0.0391,97.964,4
177,Family Affair,Anthology,Sly & The Family Stone,1973,183333,20,0.749,0.815,0.504,0.0224,0.0746,-17.628,0.119,108.86,4
178,Be Thankful for What You Got (Pt. 1 & Pt. 2),Be Thankful for What You Got,William DeVaughn,1974,429371,59,0.413,0.791,0.42,0.116,0.111,-13.289,0.0832,93.225,4
179,Love the One You're With,Givin' It Back,The Isley Brothers,1971-08-21,223520,61,0.367,0.75,0.78,2.67e-06,0.153,-7.861,0.036,94.864,4
180,Superfly,Superfly (O.S.T.),Curtis Mayfield,1972-07-01,233600,56,0.457,0.784,0.708,7.5e-05,0.0913,-9.141,0.11,120.11,4
181,What's Going On,What's Going On,Marvin Gaye,1971-05-21,233000,72,0.447,0.283,0.716,0.0,0.399,-9.632,0.0986,201.96,4
182,Trapped By a Thing Called Love,On The Loose / Trapped By A Thing Called Love,Denise LaSalle,2009-09-22,160626,0,0.119,0.719,0.486,3.11e-05,0.0719,-9.489,0.0538,141.511,3
183,Whatcha See Is Whatcha Get,The Very Best Of The Dramatics,The Dramatics,2007-01-01,214973,0,0.249,0.641,0.74,0.0,0.281,-8.425,0.118,152.939,4
184,Hercules,The Anthology,Aaron Neville,2007-10-09,251466,0,0.746,0.665,0.637,0.000131,0.0948,-8.489,0.0404,166.222,4
185,Move on Up,Move on Up,Curtis Mayfield,1970,165789,70,0.417,0.538,0.969,0.00154,0.119,-5.626,0.0906,138.652,4
186,L-O-V-E (Love),Al Green Is Love,Al Green,1975-09-19,189306,53,0.019,0.665,0.468,0.0,0.0987,-9.558,0.027,109.432,4
187,It's A Shame - Remastered,Definitive Soul: Spinners,The Spinners,2007-04-02,192760,59,0.176,0.373,0.856,0.0,0.228,-8.117,0.122,198.372,4
188,Why Can't We Live Together,Why Can't We Live Together: The Best Of The TK Years 1972-'81,Timmy Thomas,2004,289613,52,0.877,0.865,0.614,0.818,0.0817,-9.983,0.0347,100.436,4
189,What's Going On,Favorites,Marvin Gaye,2008-08-04,233293,0,0.403,0.28,0.72,1.36e-06,0.394,-9.668,0.111,202.523,4
190,Ain't No Sunshine,The Best Of Bill Withers: Lean On Me,Bill Withers,2000,123333,0,0.475,0.535,0.469,5.11e-05,0.104,-9.793,0.072,79.264,4
191,Don't Leave Me This Way (feat. Teddy Pendergrass),Wake Up Everybody (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,1975-11-01,363973,62,0.278,0.472,0.71,1.36e-06,0.103,-8.852,0.0599,120.052,4
192,Papa Was A Rollin' Stone - Single Version,Motown 50,Various Artists,2008-01-01,411360,0,0.613,0.754,0.592,0.0153,0.0675,-8.808,0.0683,120.283,4
193,Respect Yourself,The Very Best Of The Staple Singers,The Staple Singers,2007-01-01,211680,53,0.16,0.828,0.669,0.00333,0.0756,-8.637,0.0254,109.964,4
194,Mr. Big Stuff,Mr. Big Stuff,Jean Knight,1971,164560,66,0.29,0.886,0.491,2.46e-06,0.229,-12.589,0.171,93.236,4
195,Let's Stay Together,Let's Stay Together,Al Green,1972-01-31,199400,0,0.606,0.746,0.273,0.0168,0.0526,-16.63,0.0573,101.952,4
196,Theme From Shaft,Shaft,Isaac Hayes,1971,276066,0,0.0356,0.484,0.439,4.74e-06,0.163,-20.487,0.0514,120.778,4
197,Mercy Mercy Me (The Ecology),What's Going On,Marvin Gaye,1971-05-21,193573,66,0.328,0.498,0.634,0.748,0.0962,-12.16,0.0475,93.161,4
198,Freddie's Dead,Beautiful Brother - The Essential,Curtis Mayfield,2000-08-08,324398,0,0.0617,0.532,0.79,0.00051,0.0942,-7.282,0.0655,91.268,4
199,Ain't No Love In The Heart Of The City - Single Version,Music For Groovin',Various Artists,2007-01-01,225346,53,0.257,0.559,0.656,0.000171,0.2,-8.699,0.0469,79.638,4
200,(Do The) Push And Pull - Pt. 1,Funkiest Man Alive: The Stax Funk Sessions 1967-1975,Rufus Thomas,2003-01-01,198439,46,0.22,0.724,0.731,0.0025,0.181,-9.745,0.0455,105.096,4
201,Let's Stay Together,We Are Marshall Soundtrack,Various Artists,2007,198533,0,0.527,0.728,0.467,2.4e-05,0.0416,-7.394,0.0501,101.536,4
202,Theme From Shaft,100 70s,Various Artists,2012-01-01,276037,0,0.245,0.494,0.723,1.16e-05,0.212,-14.49,0.0451,120.872,4
203,The Payback,Funky President...The Very Best Of James Brown Volume 2,James Brown,1993-01-01,449600,0,0.126,0.87,0.645,0.000106,0.0684,-11.548,0.221,97.795,4
204,"Supernatural Thing, Pt. 1",Supernatural Thing,Ben E. King,1975-01-01,251560,57,0.201,0.724,0.579,0.00856,0.0724,-10.933,0.0575,94.92,4
205,Masterpiece,Masterpiece,The Temptations,1973,830400,49,0.153,0.789,0.392,0.476,0.0299,-15.395,0.0345,119.0,4
206,Groove Me,Choice Cuts,King Floyd,1994-06-14,184466,60,0.392,0.913,0.481,7.48e-05,0.0279,-8.459,0.0998,103.62,4
207,Mercy Mercy Me (The Ecology),What's Going On,Marvin Gaye,1971-05-21,196466,21,0.373,0.499,0.633,0.716,0.0876,-12.145,0.0445,93.238,4
208,Rock Your Baby,Rock Your Baby,George McCrae,2002-03-01,199293,0,0.266,0.609,0.667,0.125,0.143,-13.409,0.0329,104.157,4
209,Love Train,Back Stabbers,The O'Jays,1972-01-01,178400,69,0.186,0.743,0.572,1.44e-05,0.163,-9.627,0.0493,122.658,4
210,How Can You Mend a Broken Heart,Let's Stay Together,Al Green,1972,383502,65,0.504,0.458,0.421,2.53e-05,0.0705,-6.96,0.0403,146.598,3
211,Don't Let the Green Grass Fool You,In Philadelphia,Wilson Pickett,1970,169706,52,0.442,0.573,0.707,0.000241,0.123,-8.29,0.0632,152.467,4
212,I'm Gonna Love You Just A Little More Baby,Barry White - Universal Masters Collection,Barry White,2003-01-01,428240,1,0.0192,0.625,0.551,0.0102,0.0695,-10.538,0.0349,88.212,4
213,"Shame, Shame, Shame",70s Gems,Various Artists,2010-03-26,238973,53,0.317,0.795,0.603,2.74e-06,0.172,-7.469,0.0396,102.482,4
214,Spanish Harlem,The Very Best of Aretha Franklin - The 70's,Aretha Franklin,1972,213560,51,0.235,0.66,0.619,0.00793,0.0828,-12.577,0.0466,115.419,4
215,Think (About It),James Brown's Funky People,Various Artists,1986-01-01,201826,0,0.138,0.768,0.49,0.0,0.0402,-12.678,0.274,112.504,4
216,Midnight Train to Georgia,Love Songs,Gladys Knight & The Pips,2005-01-11,277573,0,0.234,0.583,0.454,1.6e-05,0.0808,-8.996,0.0412,91.714,4
217,Make It Funky - Pt. 1,70's Funk Classics,James Brown,1995-04-16,198173,48,0.631,0.903,0.475,0.0607,0.113,-12.055,0.12,97.554,4
218,"Signed, Sealed, Delivered (I'm Yours)",Signed Sealed And Delivered,Stevie Wonder,1970-08-01,160500,0,0.0514,0.67,0.619,0.0,0.0492,-10.365,0.0323,108.826,4
219,Woman's Gotta Have It,The Best Of Bobby Womack - The Soul Years,Bobby Womack,2008-01-01,210453,52,0.567,0.506,0.59,2.1e-05,0.17,-8.922,0.0302,83.627,4
220,Me and Mrs. Jones,R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-08,285293,57,0.479,0.416,0.404,0.000105,0.056,-14.133,0.0373,100.423,1
221,Midnight Train to Georgia,The Way We Were: The Best Of Gladys Knight & The Pips,Gladys Knight & The Pips,2009-03-26,280093,62,0.127,0.579,0.477,0.0,0.0974,-8.539,0.0367,89.724,4
222,Smiling Faces Sometimes,The Undisputed Truth,The Undisputed Truth,1971-07-03,198546,53,0.252,0.551,0.461,2.39e-06,0.0541,-11.778,0.0255,105.155,4
223,Where Is the Love,A Donny Hathaway Collection,Donny Hathaway,1990-04-03,166400,60,0.369,0.558,0.439,1.78e-05,0.161,-13.443,0.0281,114.969,4
224,Never Can Say Goodbye,Maybe Tomorrow,The Jackson 5,1971-04-12,177626,50,0.565,0.528,0.658,0.000843,0.385,-11.751,0.0386,165.796,4
225,Bridge over Troubled Water,The Very Best of Aretha Franklin - The 70's,Aretha Franklin,1972,333933,55,0.758,0.501,0.302,0.000267,0.0888,-12.529,0.033,77.836,4
226,Me and Mrs. Jones,360 Degrees Of Billy Paul,Billy Paul,1972,285760,0,0.388,0.303,0.555,1.16e-06,0.468,-9.259,0.0482,67.322,4
227,Drift Away,Invincible,Various Artists,2007-03-10,235653,0,0.227,0.546,0.424,0.0,0.129,-7.602,0.0357,76.189,4
228,Just My Imagination (Running Away With Me),Sky's The Limit,The Temptations,1971-01-01,228160,65,0.88,0.425,0.242,0.0118,0.195,-15.424,0.0267,92.472,4
229,Wake up Everybody (feat. Teddy Pendergrass),R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-08,211426,48,0.444,0.503,0.552,0.0,0.16,-10.073,0.0888,96.384,4
230,Now That We Found Love,Love Songs,The O'Jays,2003,281200,0,0.286,0.714,0.646,2.95e-06,0.256,-8.402,0.0391,113.982,4
231,Could It Be I'm Falling in Love,Spinners,The Spinners,1973,249733,60,0.729,0.382,0.727,0.0,0.196,-6.677,0.0861,207.265,4
232,Drowning In The Sea Of Love,Drowning In the Sea of Love,Joe Simon,1972,203106,0,0.392,0.602,0.448,0.016,0.105,-10.548,0.0934,119.755,4
233,Let's Get It On,Let's Get It On,Marvin Gaye,1973-08-28,290933,69,0.0375,0.539,0.599,0.0,0.0754,-10.638,0.0483,167.7,4
234,In The Rain,The Very Best Of The Dramatics,The Dramatics,2007-01-01,209213,54,0.591,0.421,0.514,8.97e-05,0.337,-9.52,0.049,145.653,4
235,Bring The Boys Home,Deeper And Deeper (The Best Of Freda Payne),Freda Payne,2009-03-30,205333,40,0.0301,0.645,0.607,4.37e-05,0.113,-12.637,0.0298,123.742,4
236,"For the Love of You, Pts. 1 & 2",The Essential Isley Brothers,The Isley Brothers,2004,337333,52,0.618,0.684,0.417,6.2e-05,0.107,-9.591,0.0487,102.756,4
237,Starting All Over Again,Stax Volt Chartbusters Vol 1,Various Artists,2007-01-01,230920,45,0.68,0.622,0.33,0.104,0.107,-10.629,0.0346,137.776,4
238,Jody's Got Your Girl And Gone,Chronicle: The 20 Greatest Hits,Johnnie Taylor,1977-01-01,180466,47,0.297,0.793,0.3,0.0,0.102,-16.178,0.0382,100.343,4
239,You Make Me Feel Brand New,The Very Best of the Stylistics ... And More!,The Stylistics,2005-11-08,329720,0,0.85,0.454,0.383,2.85e-05,0.11,-8.186,0.0247,75.929,4
240,Oh Girl,Three Of A Kind,"The Stylistics, The Chi-Lites, Harold Melvin & The Blue Notes",2008-10-01,178640,0,0.728,0.572,0.492,5.28e-06,0.156,-8.444,0.031,72.272,4
241,Thin Line Between Love and Hate,Thin Line Between Love & Hate: Golden Classics,The Persuaders,2005-02-08,207653,54,0.756,0.523,0.431,0.0,0.0459,-9.187,0.0426,118.687,4
242,It Should Have Been Me,True Motown / Spectrum 3 CD Set,Various Artists,2006-01-01,204520,0,0.359,0.663,0.536,0.0001,0.437,-6.398,0.126,181.502,4
243,Hang On In There Baby,"Soul, Vol. 1",Various Artists,2007-08-07,233026,0,0.186,0.684,0.637,0.0,0.0512,-9.82,0.05,98.883,4
